RESG_DIA,CAPTC_DIA,NR_COTST,VL_PATRIM_LIQ,VL_QUOTA,VL_TOTAL,SUGESTÃO
1367657.91,4907147.69,22992,1557009966.4,15.954941,1548486994.63,1
1766979.75,4629126.39,23004,1563450028.45,15.991605,1554918270.13,1
883800.79,4672559.77,23049,1571856226.75,16.038834,1563309780.37,1
0.0,5513856.51,23106,1578881844.54,16.05426,1570024129.02,1
0.0,6155248.84,23175,1580817999.28,16.011359,1571960395.0,1
792639.25,6170469.1,23240,1586874871.42,16.018237,1578010797.38,1
2296928.0,3550722.23,23250,1591234973.62,16.049593,1582350465.44,1
1088153.23,5513680.0,23312,1596840641.25,16.061496,1587922425.95,1
0.0,7828839.17,23397,1605910225.47,16.073976,1596991531.1,1
0.0,6263628.93,23467,1609239451.52,16.044605,1600320488.31,1
906491.55,8233180.0,23548,1620698610.34,16.085807,1611772318.77,1
2420367.13,7449952.56,23585,1628893823.06,16.117226,1627642338.03,1
3522994.52,748598.76,29771,1016837317.41,1.6232434,1019209798.48,1
0.0,681152.32,29801,1017106476.16,1.6225857,1019929813.45,1
2374402.23,1060971.42,29780,1015913685.08,1.6227782,1018619805.0,1
1323774.82,868431.4,29760,1016088326.17,1.6237845,1017081056.31,1
1318929.12,710424.48,29755,1016007783.76,1.6246282,1017567830.48,1
4221626.92,1200857.49,29734,1012505059.1,1.6238576,1013650552.33,1
0.0,709670.81,29773,1015247468.11,1.6271177,1016788145.82,0
1544491.19,1024289.69,29759,1017088110.33,1.6309014,1018329256.9,1
1060921.81,631345.18,29752,1014724179.67,1.6277996,1015223775.18,1
1644566.15,720699.21,29743,1012616042.18,1.6258998,1013929380.44,0
3210407.66,569596.89,29697,1010773616.16,1.6271818,1012567424.06,0
0.0,973463.76,29730,1012243975.61,1.6279817,1013914707.44,0
687495.19,773817.63,29733,1011593487.46,1.6267967,1015156268.15,1
1490950.63,2589261.74,29729,1011940511.87,1.6255885,1013681094.52,1
2149325.77,690513.41,29716,1011689182.44,1.6275282,1013645893.62,0
2184194.48,829781.79,29697,1010537791.47,1.6278548,1014862801.36,0
0.0,3121726.99,29729,1012750374.77,1.6263903,1015308313.43,0
2792811.93,1278297.08,29711,1011750281.33,1.6272164,1014247704.8,1
4987673.5,1141264.39,29693,1006082247.54,1.6242866,1008063198.43,1
936148.9,549524.25,29687,1005726254.43,1.6243329,1007925435.42,0
1689605.5,693599.64,29658,1007697984.33,1.629126,1010186219.2,0
3713776.06,1789234.69,29319,1181943774.77,1.66175901,1186266212.91,1
0.0,2748654.37,29420,1184729338.61,1.66181091,1189061477.9,1
1170153.38,2121638.23,29460,1185762566.63,1.66192557,1190101251.75,1
1148431.76,2740347.23,29499,1180456448.68,1.65225751,1180757386.4,1
1184485.6,2506127.9,29559,1182275444.05,1.65295365,1182733348.1,1
2398897.19,3025506.7,29571,1182551458.0,1.65246347,1183078629.81,1
0.0,2442952.24,29667,1190087281.42,1.65958011,1190750544.0,1
1243468.08,2644178.14,29684,1196846973.45,1.66705322,1197682226.35,1
425429.98,3008165.76,29745,1207951006.18,1.67892229,1210700354.7,1
548462.38,3698108.82,29817,1207875462.97,1.67443962,1209827693.17,1
2828522.73,3074822.93,29850,1213020845.93,1.68123106,1216054394.52,1
0.0,3342756.52,29965,1222921069.12,1.69031963,1227443616.29,0
921635.56,4322739.73,30033,1228066536.91,1.69273068,1232939633.64,1
1027306.68,4453668.91,30109,1224726703.71,1.68340436,1227968257.13,1
1245368.2,2386818.37,30193,1226454274.81,1.68420999,1229783138.18,0
1375867.11,5418235.67,30278,1234627609.11,1.68988278,1238882574.95,0
0.0,3302535.23,30374,1239222073.31,1.69165109,1243700663.15,0
662682.78,5593203.52,30461,1245353103.57,1.6932899,1250075144.77,1
672150.52,3929325.24,30534,1243711322.4,1.68662885,1247256563.09,1
712941.44,4621249.47,30612,1253188060.25,1.69418034,1257961490.59,0
1935937.98,2991121.18,30693,1258450579.48,1.69986822,1264102925.31,0
1816631.3,17358.92,19858,586035648.72,14.3266924,560763910.05,1
991811.2,6055.43,19836,584714124.47,14.3184839,563569641.67,1
1942365.72,1723.7,19815,583357328.7,14.3327812,557255117.76,1
1093774.37,51152.94,19801,580950692.61,14.299268,553710646.67,1
794666.2,4280.35,19771,582416293.78,14.3547959,559480261.46,1
314434.34,13870.18,19772,580899585.64,14.3248217,558469628.11,1
626372.13,150.28,19761,580413140.95,14.3282686,558548422.56,1
272755.46,21579.81,19742,580402691.76,14.3342112,559546270.69,1
1203218.93,35187.89,19735,579845194.93,14.3492896,562541613.81,1
1461676.01,372.85,19710,576076617.33,14.292192,562323997.54,1
681833.8,66267.08,19700,576955579.52,14.3292706,553474098.85,1
865393.19,559.34,19685,577396030.16,14.3616887,553727460.72,1
949453.35,25102.58,19667,576087592.0,14.3521352,553646381.59,1
838196.15,446.29,19641,574716660.63,14.338852,551770700.37,1
778289.15,128636.29,19607,576396635.23,14.3969749,552255965.16,1
966373.02,68500.3,19596,576668477.12,14.4261915,548609592.21,1
2140071.55,11411.87,19584,575083203.44,14.439785,553551227.01,1
1295347.8,5097.07,19562,574266436.67,14.4516738,554797834.79,1
1100571.18,412.58,19532,571862157.41,14.418855,552896770.4,1
783799.62,10120.98,19497,571774205.74,14.4361448,551439160.94,1
431183.92,15944.45,19489,573392980.89,14.4874996,551975252.45,1
1330638.75,527382.18,24886,1365339924.61,2.009398,1370835492.07,1
1076529.35,1250341.58,24904,1365606108.77,2.0095339,1367566714.99,1
661874.88,1064708.41,24932,1367161351.45,2.0112297,1368920180.11,1
1432120.9,967171.75,24962,1366946000.17,2.0115969,1464315180.53,1
0.0,855545.61,25014,1373538826.45,2.0200399,1373558797.74,1
265449.96,816458.31,25093,1374884123.5,2.021208,1373865726.12,1
1181757.97,907643.21,25118,1375514809.8,2.0225382,1362617690.72,1
555028.35,804826.07,25144,1378800462.61,2.0270021,1366509917.17,1
666088.11,579083.78,25162,1382547465.94,2.0326385,1389225172.48,1
760912.51,982804.06,25167,1381276554.58,2.0304438,1388586794.92,1
298011.61,2212781.85,25218,1382850962.94,2.0299435,1386251469.62,1
1408603.32,892649.31,25229,1385401883.56,2.0344455,1390864563.85,1
873063.4,1020647.25,25255,1383929961.13,2.0320671,1387029195.57,1
1306146.92,1129750.24,25279,1381744298.84,2.0291169,1383851387.75,1
2580804.99,1015847.26,25292,1382341959.41,2.0322927,1391779280.51,1
1753846.92,805925.94,25314,1380660072.31,2.0312136,1389354425.16,1
1830310.96,1484389.13,25314,1380344394.0,2.0312581,1391694351.61,1
641094.04,2694872.47,25329,1383611496.96,2.0330436,1392537109.12,1
9404202.32,767926.75,25284,1372454595.99,2.0293399,1489699960.83,1
6522067.93,930854.78,25280,1369946092.1,2.033898,1378309533.3,1
2581566.83,1284293.62,25306,1371855342.78,2.0386586,1373138498.48,1
7436504.79,741513.69,51036,1815890650.44,1.75235008,1819238974.78,0
0.0,1406300.53,51075,1794918660.26,1.73075483,1798337764.87,1
9090348.65,1466175.31,50941,1780979421.36,1.72466552,1784308352.86,1
3347151.24,589479.26,50865,1741513390.15,1.68911786,1742084409.85,1
8842796.81,1548115.19,50755,1775500488.99,1.72915763,1776020739.43,1
5104362.29,707661.41,50636,1759367058.82,1.71772724,1760077298.11,1
0.0,515979.19,50671,1754319124.89,1.71229502,1755300027.79,1
5729321.22,671606.02,50489,1765522474.65,1.72816655,1766586425.92,1
7743940.07,557432.32,50366,1770608259.14,1.74017918,1771753640.09,1
4255590.0,838633.13,50230,1745798275.61,1.71915381,1747102688.84,0
14047194.06,1330373.66,49971,1739119458.74,1.72509966,1740348265.39,0
0.0,967997.25,49993,1748097106.9,1.73304474,1749789049.42,0
4762900.65,3432979.93,49888,1746500735.15,1.73278058,1749774568.88,1
4376760.44,2697533.33,49794,1732236596.56,1.72029454,1734066245.57,1
4013758.85,484307.06,49694,1756717587.69,1.74811187,1758778791.1,0
7214378.15,1419102.39,49531,1765781414.12,1.76289819,1768059920.99,0
0.0,711564.33,49552,1768023328.8,1.76442604,1770572777.95,0
5152786.86,1485388.13,49418,1778980909.12,1.77902126,1781800321.39,1
3644933.1,381180.97,49338,1749904722.71,1.75320824,1752526586.6,1
2323326.97,4059606.41,49267,1758289960.63,1.75986975,1761150584.84,0
6586694.29,732474.77,49124,1774497857.76,1.78195169,1777782731.29,0
997383.06,969785.56,35304,330174870.28,1.47027291,326185708.76,1
1599232.07,689754.12,35283,329420274.22,1.47096261,324271987.9,1
1256777.14,676689.93,35277,329103929.75,1.4721403,328395634.67,1
768650.17,1235856.74,35248,329715030.13,1.47278396,328777597.72,1
2513627.24,210507.95,35237,327575979.53,1.47351683,328488291.58,1
1413835.02,1088624.93,35186,327518455.46,1.47472095,327353860.34,1
964636.44,374208.71,35167,327112895.07,1.47555335,325616647.39,1
853377.34,772780.59,35125,327205592.34,1.47633505,326360560.67,1
761166.4,2227070.94,35102,328749073.21,1.47668507,327154512.26,1
678097.89,741490.08,35070,329070488.81,1.47784407,328864412.36,1
1012142.69,630578.18,35049,328874405.72,1.47867706,329626649.96,1
1378370.57,2723511.62,35025,330558390.63,1.48020056,331986669.69,1
511694.64,649684.96,34999,330871527.0,1.48098484,332306836.3,1
692365.16,1975717.78,34978,332328483.99,1.4817619,333490924.06,1
2058547.31,220313.17,34958,330667387.87,1.48255171,333332864.83,1
840218.79,5132210.9,34907,334922352.53,1.4823857,336120250.74,1
937335.72,119114.81,34880,334278330.89,1.48315671,334385590.1,1
453838.79,173484.38,34852,334307373.63,1.48452947,335297241.72,1
353422.83,437044.12,34834,334565245.64,1.48530325,334979885.42,1
477245.23,529574.29,34808,334790102.58,1.48606919,335584800.56,1
1171349.28,595648.5,34775,334296248.76,1.48643249,335904458.72,1
1256729.45,62873.88,15251,630667738.41,1.84875118,632050549.81,1
496525.95,572027.27,15256,629424500.37,1.8448854,629209398.47,1
543538.49,138087.98,15235,633449574.61,1.85787157,633336739.04,1
725427.16,340830.28,15227,624462822.79,1.83264193,624296358.01,1
443192.12,68855.99,15213,631087972.49,1.85318367,630773689.14,1
902742.5,289094.81,15204,624401622.46,1.83535124,624824337.61,1
0.0,148475.35,15210,624629406.17,1.83558436,623248886.14,1
1791358.86,89442.19,15189,623176689.1,1.83631668,623316925.52,1
340559.0,110179.06,15179,627075384.87,1.84848384,626958962.63,1
646077.35,63694.49,15162,619327552.46,1.82736163,618395469.57,1
1459050.7,85380.46,15123,622889469.98,1.84192436,623512003.54,1
0.0,100605.81,15128,624555700.74,1.84655402,625132988.36,1
486974.69,473725.06,15115,624446826.58,1.84627129,624587048.71,1
473859.54,141934.44,15102,625290248.9,1.84974639,625428766.47,1
881409.3,476211.67,15091,633149446.88,1.87419429,633088063.33,1
1001188.74,221806.2,15061,635443155.23,1.88329099,636621033.86,1
0.0,205227.91,15073,635220520.94,1.88202291,636090358.17,1
381745.87,324217.04,15071,636566988.1,1.88618265,632096902.13,1
5622876.86,185724.7,15048,625283715.57,1.86886028,626068361.45,1
483578.21,340289.64,15033,627037463.45,1.87453018,623460765.04,1
4932182.91,166883.19,15012,626034897.26,1.88577888,627697706.51,1
11262016.04,0.0,52208,2710726004.76,178.6821637,2726771593.89,0
0.0,0.0,52208,2700719746.45,178.022584,2705719025.25,1
4914383.17,0.0,52117,2686909527.58,177.4361997,2697038101.11,1
4134983.48,0.0,52051,2646543038.06,175.0435695,2656106027.4,1
5050277.58,0.0,51972,2652941049.14,175.8007646,2659053334.07,1
2333034.38,0.0,51927,2647435867.23,175.5905579,2651042028.55,1
0.0,0.0,51927,2653700253.03,176.0060418,2655184062.67,1
2882297.99,0.0,51867,2669499450.3,177.2450875,2674076737.77,1
5332590.8,0.0,51810,2679172514.71,178.2414087,2686412528.75,1
2339722.36,0.0,51758,2667791018.93,177.6398728,2672251365.99,1
6361540.94,0.0,51656,2670782800.66,178.2626813,2679477264.48,0
0.0,0.0,51656,2684536470.11,179.1806766,2687081928.6,0
2704387.2,0.0,51601,2684297864.44,179.3452564,2689761337.28,1
3657317.07,0.0,51566,2661342741.34,178.0559174,2667972752.27,1
1837119.84,0.0,51527,2674755200.56,179.0761835,2679776800.68,0
6453663.07,0.0,51441,2678712777.69,179.7732211,2688563771.92,0
0.0,0.0,51441,2672555507.25,179.3599957,2676166001.7,0
2591971.6,0.0,51393,2675380992.8,179.7235709,2681796135.14,1
1912900.58,0.0,51351,2663892917.93,179.0803413,2669841889.81,1
4035498.28,0.0,51298,2665063521.0,179.4303217,2673347079.37,0
3886741.35,0.0,51236,2668642190.42,179.9329442,2676989073.56,0
4018210.62,2291444.45,40312,2236151248.28,1.78952943,2239814682.77,1
0.0,1839068.98,40367,2237492935.5,1.78913139,2241342983.72,1
2548929.73,2709482.76,40370,2239291946.02,1.79044152,2243320228.76,1
3433358.26,2340192.89,40367,2230825267.52,1.78454598,2231371056.17,1
2720667.39,1971704.08,40356,2235613315.96,1.78897531,2236392862.35,1
3490906.81,2545905.39,40503,2234627288.87,1.78894248,2235571528.25,1
0.0,3942235.54,40867,2237366093.19,1.78797906,2238380117.58,1
2694786.4,3322123.02,40995,2248407786.4,1.79630164,2249719011.97,1
1955928.69,1816332.97,41054,2247798179.78,1.79592614,2249260695.05,1
1909750.02,2537485.27,41135,2247941075.98,1.79553877,2249565829.67,1
8255452.65,3567275.74,41078,2250085719.44,1.80099647,2251846182.23,1
0.0,0.0,41078,2253733592.43,1.80391627,2255768794.54,1
2823177.3,0.0,41005,2249694026.05,1.80294266,2251794142.46,1
2202332.47,0.0,40956,2244445069.69,1.80050104,2246773155.2,1
1646404.03,0.0,40906,2249617010.81,1.80597074,2252128463.33,1
3788006.68,0.0,40812,2248705448.45,1.80827992,2251387035.22,1
0.0,0.0,40812,2249030298.62,1.80854115,2251922917.82,1
2778209.78,0.0,40756,2248844519.92,1.81062583,2251868324.06,1
1914801.35,0.0,40714,2245304893.42,1.80931763,2248514687.01,1
2722731.88,0.0,40670,2246941124.83,1.81283018,2250339497.93,1
7253602.19,0.0,40604,2249752850.56,1.82095088,2253380211.89,1
671690.6,17250.3,15454,567361777.38,1.01274049,567894134.72,1
0.0,31578.98,15454,566996392.47,1.01203191,566207867.08,1
642459.08,59953.01,15426,568313147.97,1.0154219,568751626.1,1
1219705.04,56534.19,15393,565229236.8,1.01199006,565262787.69,1
701435.14,130734.99,15365,568760652.92,1.01933451,570196283.33,1
589514.63,48319.89,15341,566452779.98,1.01616827,566192099.98,1
0.0,117232.53,15342,565687767.81,1.0145856,565629463.88,1
624627.71,122147.29,15321,565529632.91,1.0152032,566570343.87,1
586772.75,12580.2,15296,567127772.6,1.01910283,567538528.07,1
792234.99,106575.0,15270,562774477.45,1.01251226,563267633.79,1
1168666.52,10801.07,15228,563507955.85,1.01591506,564281457.7,1
0.0,62103.46,15228,565475425.44,1.01935013,565218866.87,1
844489.3,19524.01,15192,563468886.65,1.01722017,564258298.22,1
735670.28,22357.0,15171,563466850.14,1.01850423,563908823.17,1
1342252.48,312108.39,15152,565046788.04,1.02322213,566413160.98,1
957679.04,14996.88,15114,564872718.21,1.02461398,565959612.22,1
0.0,47177.6,15114,566451162.28,1.02739152,566275305.58,1
335415.15,14200.0,15084,567362665.1,1.02962734,567807506.7,1
403207.12,26216.53,15071,564505967.14,1.02512726,564775634.62,1
947842.79,49301.25,15047,563750608.4,1.02538728,564844951.95,1
1043726.07,36210.13,15019,565383957.64,1.03019066,566442583.9,1
1315.72,832.09,19757,11250081.89,1.2763844,11241795.78,1
3197.0,13730.06,19785,11255823.77,1.2758409,11249940.34,1
7838.49,413.6,19780,11243539.93,1.2752901,11222819.13,1
567.13,1503.05,19788,11227593.91,1.2733753,11220122.75,1
838.98,440.28,19786,11243629.99,1.2752393,11236669.08,1
709.37,3498.58,19780,11236738.67,1.2741414,11230169.09,1
492.84,2050.96,19780,11245728.27,1.2749841,11239462.81,1
2682.8,506.22,19776,11249850.27,1.2756982,11246295.63,1
1651.2,130.0,19765,11254320.78,1.2763777,11250255.63,1
431.5,1361.32,19757,11234722.58,1.2740496,11229959.07,1
1203.49,407.14,19751,11250348.58,1.2759119,11246877.65,1
10444.71,3501.81,19746,11263162.99,1.2781527,11269454.48,1
6561.16,1839.5,19755,11252782.72,1.2775105,11255712.11,1
1508.67,62.46,19755,11247525.88,1.2770779,11245923.9,1
163.38,2232.0,19752,11278383.21,1.2803467,11275956.98,1
4467.16,283.22,19745,11283036.62,1.28135,11285436.55,1
1186.14,409.66,19735,11295227.58,1.2828226,11294863.95,1
788.45,289.88,19719,11308894.1,1.2844314,11308655.68,1
976.77,627.38,19710,11289989.46,1.282324,11290462.85,1
2065.6,2093.05,19701,11301222.14,1.2835967,11303307.2,1
288.28,305.97,19694,11325296.14,1.286329,11326121.88,1
183747.4,273078.69,17774,150445971.89,1.76785755,144592457.2,1
0.0,0.0,17774,150202910.05,1.76500138,143467534.3,1
249014.87,465208.59,17928,150016111.69,1.76026591,141879768.29,1
592396.07,155604.4,17989,148400289.91,1.74643136,140367237.7,1
279947.77,203308.2,18022,148262649.24,1.74571347,136893520.9,1
751218.44,180345.26,18079,147876353.29,1.74788677,142025801.76,1
523703.42,84250.59,18109,148590539.51,1.76152269,140425316.14,1
218299.42,755225.85,18150,150169586.71,1.77387691,143367935.07,1
180834.72,186663.14,18200,151601189.18,1.79071885,145056085.87,1
687914.9,291492.64,18260,151100812.17,1.78949093,144300429.47,1
171771.22,207249.15,18365,151564561.16,1.79456296,143978706.79,0
410583.58,280693.91,18447,152739886.52,1.81001704,144484409.71,0
114563.89,367743.15,18547,153367860.43,1.81445847,145773277.3,1
424700.98,191144.95,18615,152062688.92,1.80178045,145432612.58,1
240020.39,375100.56,18684,152447428.38,1.80473864,144644862.24,0
116546.64,215317.36,18767,153057105.25,1.81078697,146196076.77,0
155378.69,383424.15,18836,153631692.52,1.81488684,147001025.02,0
484405.28,264545.24,18878,153602001.31,1.81713334,146277170.95,1
106644.76,207189.14,18932,152811806.46,1.80659577,146312533.07,1
365894.02,352900.59,18981,154300167.72,1.82434533,145644957.14,0
628311.14,1018669.64,19075,154873386.51,1.82650735,148522597.89,0
1029179.63,39226.78,23090,185929198.52,2.23945786,173703672.81,1
0.0,0.0,23090,186880878.65,2.25092054,174514854.58,1
512575.54,93149.43,23071,186091950.04,2.24647,172910905.88,1
385649.82,47318.7,23038,187361769.09,2.26588331,174007608.71,1
500052.63,91076.09,23007,184207027.47,2.23267705,171126755.32,1
526183.04,60384.88,22979,184868301.26,2.2463377,171729912.53,1
222878.35,60792.24,22964,185325078.16,2.25385752,172211168.22,1
228656.35,27041.19,22934,184735339.66,2.2491373,171619940.03,1
198401.07,112463.42,22918,185436659.02,2.25872209,172393495.51,1
282327.86,26242.7,22889,184942413.61,2.25582116,171934887.12,1
439249.16,25376.49,22838,185582671.26,2.26867884,172428493.88,1
190086.98,48275.69,22814,187077989.37,2.28869213,173984178.02,0
269919.87,107920.12,22792,186276998.17,2.28087478,173319118.47,1
314251.23,15795.1,22762,185319147.61,2.2728008,172378349.8,1
108837.94,42820.48,22745,184453865.93,2.26299842,171580609.82,1
206580.56,37137.67,22708,183295741.69,2.25086865,170519203.88,0
339143.94,313391.49,22672,184302263.42,2.26354496,171729906.85,0
334850.95,91176.92,22629,183388421.25,2.25531415,170812493.47,1
241575.56,286753.48,22608,183148926.29,2.25181324,170573217.54,1
183031.21,182774.9,22582,184099901.17,2.26350861,171614498.94,0
383129.57,142162.43,22547,184089788.49,2.26634697,171517297.37,1
1559681.33,659276.0,22657,184202562.05,2.12701363,188990177.99,1
0.0,0.0,22657,184237920.56,2.12742192,187250971.0,0
391589.99,626710.59,22893,183175437.82,2.11243831,182155937.15,1
0.0,1085761.65,23308,183673769.25,2.10566387,182577188.92,1
387781.57,648461.21,23455,183542169.23,2.10116672,182906886.06,1
779353.78,513517.67,23553,183823526.31,2.10743091,187727583.92,0
298105.32,460713.81,23731,184586693.25,2.11431597,184971240.03,0
0.0,369846.5,23886,186870813.79,2.13624269,189110346.87,1
0.0,462464.45,24043,190276633.41,2.16989011,192879562.58,1
531243.32,348390.28,24110,189481007.32,2.16290212,191394377.29,0
906140.91,335896.25,24096,191256363.54,2.18967687,192508656.87,0
307676.27,678916.28,24320,193979163.06,2.21659966,194869552.74,0
0.0,727952.91,24529,194224216.55,2.21108157,195206307.07,1
0.0,681673.63,24731,190844073.5,2.16484115,192836118.29,1
460507.78,656726.42,24834,190880856.47,2.16303259,192252204.7,0
2661105.03,737096.89,24862,188892152.64,2.16229947,191914117.28,0
327877.83,585570.73,25018,191282942.96,2.18671761,194381580.35,0
0.0,410209.95,25175,189820387.17,2.16530844,190693438.91,1
0.0,643606.74,25329,189703986.65,2.15663893,192368184.29,1
401649.64,670087.01,25413,192729053.54,2.18797751,193751996.48,0
841297.34,507457.57,25360,193194486.25,2.19705134,195691768.09,0
3418028.34,0.0,33434,1384809481.38,1.6915624,1390745949.54,1
0.0,0.0,33434,1382760149.9,1.6890592,1385391698.91,1
2055094.18,0.0,33385,1383478409.48,1.6924468,1388277995.18,1
1748412.66,0.0,33337,1375724239.17,1.6850998,1380330144.25,1
1199553.91,0.0,33301,1385549421.16,1.6986038,1387294793.19,1
2082245.78,0.0,33255,1379388049.41,1.6936031,1382129282.72,1
0.0,0.0,33255,1381182829.98,1.6958067,1381954485.69,1
2103703.67,0.0,33196,1389176986.47,1.7082048,1392165160.03,1
1164200.06,0.0,33154,1399279727.85,1.7220592,1401458347.33,1
7019209.92,0.0,33104,1384009023.53,1.7119043,1392140476.02,1
7653739.39,0.0,33000,1376008742.92,1.7114756,1384887768.95,1
0.0,0.0,33000,1379528048.68,1.7158529,1380866821.21,1
3351918.39,0.0,32937,1376326047.44,1.7160394,1381128994.04,1
2559369.51,0.0,32884,1373421358.24,1.7156089,1377543506.35,1
1902294.08,0.0,32839,1381144825.01,1.7276329,1384739405.1,1
3949594.58,0.0,32742,1378225718.01,1.7289219,1383981705.07,1
0.0,0.0,32741,1379542781.87,1.7305741,1381464420.98,1
2568332.57,0.0,32686,1382045934.84,1.736936,1386678502.23,1
2325215.81,0.0,32625,1379456149.12,1.7366035,1383712536.4,1
2164319.21,0.0,32572,1387194658.02,1.7490702,1391513380.26,0
3800780.81,0.0,32486,1392712118.17,1.7608193,1400094355.05,0
318289.87,16245.0,15358,134647394.14,3.12894638,135118228.32,0
0.0,27743.7,15359,133540140.69,3.10257123,133932105.24,1
0.0,6031.92,15360,132409372.57,3.07615967,132714434.16,1
169330.11,20070.0,15337,132543190.12,3.08273619,132699773.45,1
107538.93,12239.56,15322,130836358.17,3.0452546,131095728.8,1
281595.25,5760.76,15273,132169484.52,3.08270363,132710937.96,1
0.0,34000.0,15274,131964241.42,3.07712356,132336855.97,1
0.0,58062.6,15274,129602760.86,3.02070499,129868327.14,1
287189.16,27588.09,15247,136241690.67,3.1814919,136513334.9,1
80031.9,98455.01,15234,132368012.16,3.09060423,132720190.83,1
361383.07,2904.21,15189,130445901.07,3.05409564,129159954.58,1
0.0,10393.54,15190,129977085.8,3.04287605,130404436.59,1
0.0,15152.54,15193,131244984.13,3.07220392,131592788.15,1
290886.82,12844.78,15170,129548604.82,3.03900325,129826401.24,1
80094.92,82836.26,15153,129912829.93,3.04748308,130271205.19,1
150980.03,8401.8,15108,125908667.65,2.9568984,126418507.89,1
0.0,137916.27,15109,126209589.9,2.96072651,126429017.18,1
0.0,20652.86,15110,126110444.09,2.95791617,126250251.14,1
58185.24,53930.66,15092,125330663.0,2.93972623,125378149.66,1
271530.66,10822.0,15076,125771843.76,2.95618958,126091333.31,1
356666.09,16770.73,15032,124791887.45,2.94114534,125468355.79,1
325194.01,39001.04,33648,174451916.92,1.7383544,176373785.7,1
218044.35,34093.96,33596,174643944.91,1.7421009,176470968.9,0
249314.46,47951.54,33550,173978905.5,1.7374757,175759504.77,1
274846.45,62145.67,33504,173954680.03,1.7393579,175777166.24,1
337773.09,64373.4,33472,173436916.18,1.7369146,174894987.27,1
153509.58,74351.28,33459,173544874.93,1.7387885,174909269.08,1
445582.2,128284.8,33412,173195597.16,1.7384681,174718457.76,1
270369.3,54913.53,33375,172946058.83,1.7381259,174501530.44,1
203770.61,56051.81,33327,173109850.54,1.7412567,174580186.37,1
179558.85,40904.08,33283,173352107.0,1.7450881,174675249.46,1
184309.59,49076.71,33263,172407065.07,1.736936,173872704.67,1
317349.35,317035.09,33212,172303747.92,1.7358983,173536928.7,0
223710.47,35100.64,33164,172102646.3,1.7357724,173271561.38,1
255137.72,10851.85,33129,171764107.79,1.7348218,173029425.3,1
349756.94,48308.03,33078,171564787.08,1.7358533,172983656.68,0
197906.18,38418.12,33053,170228437.51,1.7239461,171733890.5,0
379918.0,88046.38,33000,170155528.31,1.7261636,171679895.43,0
133690.4,38583.15,32958,170153516.17,1.727108,171580030.22,1
124286.27,30154.95,32932,170279290.61,1.7293401,171558975.57,1
343000.16,3125.39,32895,170030685.78,1.7302671,171312290.06,0
415219.24,7570.0,32854,169524062.29,1.7292599,171045350.54,0
41571.95,1550.52,16343,18113121.56,0.18475004,18195394.55,1
0.0,0.0,16343,18127253.99,0.18489418,18339223.22,1
10887.22,6288.2,16330,17542475.86,0.17897648,17323497.68,1
0.0,4098.85,16335,17098841.83,0.1744085,16594027.64,1
18040.26,203560.0,16327,18405924.83,0.18584847,18431753.14,0
14318.07,57800.0,16315,18343437.77,0.18477848,19098056.09,0
29861.34,22400.0,16313,18860311.24,0.19006024,19418014.64,0
0.0,2860.0,16320,18637779.83,0.18778892,18520245.94,1
0.0,17250.0,16322,19051683.03,0.19178548,19064584.49,1
16210.04,27400.0,16314,18140841.52,0.18250377,17893715.08,0
37336.67,5820.98,16289,17812325.88,0.17951583,17553661.79,0
2631.37,3991.62,16279,17823731.82,0.17961708,17467740.38,0
0.0,16829.51,16283,18130562.63,0.18253954,17890359.89,1
0.0,1220.0,16285,17676958.72,0.17796035,17408311.43,1
24029.3,16855.57,16267,17612823.54,0.17738689,17298970.59,0
16606.2,1050.49,16238,17409741.24,0.17549823,17051705.7,0
9767.38,1055.75,16233,17062025.15,0.17208091,16139368.28,0
0.0,1435.0,16233,17688232.63,0.17838212,16969762.73,1
0.0,6900.51,16233,17537786.19,0.17679531,17483992.93,1
6569.45,500.0,16218,18178153.27,0.18331192,18736262.72,0
69556.53,4800.0,16180,18980760.56,0.19205858,19556417.1,1
2236768.81,298217.08,33355,847821583.3,1.36975443,849810866.81,1
0.0,432569.84,33373,846466201.63,1.36686579,845102817.85,1
1741855.67,289079.1,33311,851019595.95,1.3765645,850004426.73,1
1466858.15,309280.13,33261,838211816.24,1.35771975,837721262.09,1
872312.71,228895.73,33221,847039071.96,1.37306016,845981890.3,1
1642497.42,252601.93,33175,837432038.17,1.35974009,838225271.43,1
0.0,423344.32,33200,837961190.7,1.35991189,835973864.04,1
2602216.8,180034.25,33164,835875102.19,1.36045733,835126166.85,1
1377293.24,123944.14,33132,840203850.4,1.36954266,839631775.03,1
1270195.45,112277.77,33096,829389363.21,1.35380234,827644797.27,1
2625851.93,273759.3,33012,833677038.21,1.36464035,834568953.83,0
0.0,213847.93,33023,836001879.11,1.36809582,834557830.17,0
2697765.81,492953.44,32981,833667576.12,1.36788391,834428513.33,1
668405.65,597357.69,32955,835176880.53,1.37047696,834966857.7,1
1200380.83,74404.7,32914,845178596.8,1.38873686,844723685.87,0
1733775.19,217074.68,32860,847796036.83,1.39552978,849128994.58,0
0.0,186187.28,32875,847405200.37,1.39457996,847929335.59,0
1003457.31,457093.06,32848,848746121.49,1.39768588,849005523.29,1
1236485.05,389695.1,32807,840040709.75,1.38474457,840392397.19,1
979481.98,214493.5,32777,841843630.51,1.38897758,841165042.28,0
2201190.9,123934.23,32709,844858323.19,1.3973789,846613454.16,0
